text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image_2.started,image_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
41.98523569999816,None,space,4.742153700000927,41.98523569999816,None,,,,,,,,,,,,,,,,,,,caroline_new,caroline_new,2021_Nov_30_0923,project,2021.2.3,59.9419402359604,
,,,,,,46.74714049999966,None,space,6.899810800001433,46.74714049999966,None,,,,,,,,,,,,,caroline_new,caroline_new,2021_Nov_30_0923,project,2021.2.3,59.9419402359604,
,,,,,,,,,,,,53.66928639999969,None,space,3.0665296000006492,53.66928639999969,None,,,,,,,caroline_new,caroline_new,2021_Nov_30_0923,project,2021.2.3,59.9419402359604,
,,,,,,,,,,,,,,,,,,56.75511529999858,None,space,4.43575829999827,56.75511529999858,None,caroline_new,caroline_new,2021_Nov_30_0923,project,2021.2.3,59.9419402359604,
