text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image_2.started,image_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
59.342865800001164,None,space,5.262066100000084,59.342865800001164,None,,,,,,,,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_0751,project,2021.2.3,59.98080614295555,
,,,,,,64.63626199999999,None,space,1.4649497000027623,64.63626199999999,None,,,,,,,,,,,,,,,,,,,8,001,2021_Dec_01_0751,project,2021.2.3,59.98080614295555,
,,,,,,,,,,,,66.12074009999924,None,space,3.2764721999992616,66.12074009999924,None,,,,,,,,,,,,,8,001,2021_Dec_01_0751,project,2021.2.3,59.98080614295555,
,,,,,,,,,,,,,,,,,,69.42334480000136,None,space,1.8787535000010394,69.42334480000136,None,,,,,,,8,001,2021_Dec_01_0751,project,2021.2.3,59.98080614295555,
,,,,,,,,,,,,,,,,,,,,,,,,71.3248076000018,None,space,1.8645213000017975,71.3248076000018,None,8,001,2021_Dec_01_0751,project,2021.2.3,59.98080614295555,
